resp_id,a_hhid,treatment,plot,plot_id,village,district,plot_count,burnt,manage_stubble,manage_stubble_oth,harvested,harvest_plan,sowed_first,monitoring_date,land_plot_burn,land_plot_area,baling_picking,bale_manage,bale_payer,bale_use,plot_gpslatitude,plot_gpslongitude,plot_gpsaltitude,plot_gpsaccuracy,plot_belong,plot_leased,basmati_plot,cotton_plot,gps1latitude,gps1longitude,gps1altitude,gps1accuracy,gps1_bglatitude,gps1_bglongitude,gps1_bgaltitude,gps1_bgaccuracy,gps2latitude,gps2longitude,gps2altitude,gps2accuracy,gps2_bglatitude,gps2_bglongitude,gps2_bgaltitude,gps2_bgaccuracy,burnt_lastyear
106000551,10600055,PES + 50% UCT 800/acres,2,p2,Burj,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/11/2019,Yes,0.75,,,,,30.02187157,75.1820755,194.6000061,4,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.02189636,75.18205261,195.1000061,4.599999905,30.02185059,75.18212891,195.5,3.900000095,30.02192879,75.18208313,195,4.099999905,30.02188683,75.18212128,195.5,3.900000095,"Yes, burnt partially"
106101181,10610118,PES 800/acres,1,p1,Burj Gill,Bathinda,1,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/12/2019,Yes,5,"Yes, baling",Own use: other,Farmer,Don't know,30.40492249,75.21683502,203.8000031,4.699999809,"No, belongs to some other farmer",No,No,No,30.4050312,75.21678925,204.3999939,4.5,30.40506935,75.21683502,231,4.5,30.4056778,75.21657562,210.1000061,4.800000191,30.4056778,75.21657562,210.1000061,4.800000191,"Yes, burnt partially"
106101291,10610129,PES 800/acres,1,p1,Burj Gill,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",Yes,11/22/2019,Yes,4,No,,,,30.39015961,75.22666168,216.6000061,4.300000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.39046478,75.22657776,203.6999969,4.300000191,30.39125061,75.22859192,201.1999969,4.699999809,30.39045715,75.22655487,205.5,3.900000095,30.39131737,75.22849274,201.1999969,4.800000191,"Yes, burnt completely"
106101291,10610129,PES 800/acres,2,p2,Burj Gill,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",Yes,11/22/2019,Yes,6,No,,,,30.38978386,75.22541046,203.3000031,4.800000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.38977051,75.22525024,205.6000061,4.400000095,30.39127731,75.22860718,201.3999939,4.800000191,30.38975525,75.22512054,205.8000031,3.900000095,30.39127731,75.22860718,201.3999939,4.800000191,"Yes, burnt completely"
106500021,10650002,PES 1600 /acres,1,p1,Burj Ladha Singh Wala,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/15/2019,No,3,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Burnt and used as heat source,30.52101517,75.10132599,224.1000061,4.300000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.52083969,75.10105133,198.6000061,4.699999809,30.52087212,75.10102844,198.8000031,4,30.52098656,75.100914,198.8000031,4.699999809,30.52099228,75.10092163,199,4.599999905,Did not burn
106500021,10650002,PES 1600 /acres,2,p2,Burj Ladha Singh Wala,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/15/2019,No,4,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Burnt and used as heat source,30.52177429,75.10144043,203.1999969,4,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.52238274,75.1007309,204.5,4.599999905,30.52238274,75.1007309,204.5,4.599999905,30.52240562,75.1010437,204.8999939,4.099999905,30.52237129,75.10099792,205,4.400000095,Did not burn
106500991,10650099,PES 1600 /acres,1,p1,Burj Ladha Singh Wala,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",,11/10/2019,No,4.400000095,,,,,30.52256393,75.08129883,208.8999939,4.199999809,,,,,30.5226326,75.08132935,209.3000031,4.699999809,30.52254295,75.08123779,207.3000031,4.300000191,30.5228138,75.08122253,202.8999939,4.599999905,30.52281189,75.08122253,202.8999939,4.5,"Yes, burnt partially"
106500991,10650099,PES 1600 /acres,2,p2,Burj Ladha Singh Wala,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",,11/10/2019,No,2.400000095,,,,,30.52279663,75.08065033,192.6000061,5,,,,,30.52277946,75.08062744,193.3999939,4.400000095,30.52277565,75.08062744,193.5,3.900000095,30.52297211,75.08045197,194.1000061,4.199999809,30.52297592,75.08044434,194.3999939,3.900000095,"Yes, burnt partially"
107000611,10700061,PES + 25% UCT 800/acres,1,p1,Chak Attar Singhwala,Bathinda,1,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/29/2019,Yes,6.5,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.10210609,74.74133301,182.6000061,3.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",Yes,No,No,30.10206795,74.74134827,185.6999969,3.900000095,30.10206604,74.74134827,185.6999969,4.400000095,30.10200119,74.74137878,185,4.800000191,30.10199738,74.74137115,185.3000031,4.699999809,"Yes, burnt completely"
107000831,10700083,PES + 25% UCT 800/acres,1,p1,Chak Attar Singhwala,Bathinda,3,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/15/2019,No,2,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.07949448,74.72815704,193,5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.07952118,74.72818756,183.3000031,5,30.07948875,74.72821045,189.5,3.900000095,30.07936096,74.7285614,186.8999939,3.900000095,30.07936096,74.7285614,186.8999939,3.900000095,Did not burn
107000831,10700083,PES + 25% UCT 800/acres,2,p2,Chak Attar Singhwala,Bathinda,3,No,Roll into bales,,Yes,"Third week of October (Katta, 1st week)",No,11/15/2019,Yes,4.5,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.0797081,74.7279892,189.5,4.800000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.0787468,74.72768402,191.6000061,3.900000095,30.07963371,74.72792053,189.1000061,4.5,30.07851791,74.72750854,182.8000031,4.699999809,30.07982826,74.72789001,188.3000031,4.400000095,Did not burn
107000831,10700083,PES + 25% UCT 800/acres,3,p3,Chak Attar Singhwala,Bathinda,3,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/15/2019,No,4.5,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.0788269,74.72725677,194.3000031,4.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.07920265,74.72748566,188.1000061,4.300000191,30.07917976,74.72743988,188,4.099999905,30.07911682,74.72735596,186.6999969,4,30.07911491,74.72734833,186.6999969,4.699999809,Did not burn
107401321,10740132,PES 1600 /acres,1,p1,Chanarthal,Bathinda,2,No,,,,"Third week of October (Katta, 1st week)",,11/14/2019,Yes,2.5,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,.o,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt completely"
107401321,10740132,PES 1600 /acres,2,p2,Chanarthal,Bathinda,2,No,,,,"Third week of October (Katta, 1st week)",,11/14/2019,Yes,2,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,.o,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt completely"
108000921,10800092,PES 1600 /acres,1,p1,Daulatpura,Bathinda,1,No,Incorporate into the soil,,Yes,"First week of November (Katta, 3rd week)",No,11/23/2019,Yes,3,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.19773102,75.15776062,197.8999939,4,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.19774437,75.15775299,199.8000031,4.099999905,30.1977253,75.15776062,198.6999969,4,30.19782829,75.15779877,198.6999969,4.400000095,30.19782448,75.15778351,199.1000061,4.800000191,"Yes, burnt completely"
108201851,10820185,PES 800/acres,1,p1,Deon,Bathinda,1,No,,,Yes,"Third week of October (Katta, 1st week)",Yes,11/24/2019,Yes,6,"Yes, baling",Don't know,Don't know,Don't know,30.24966049,74.81851196,182.8000031,4.099999905,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.24965096,74.81851196,200.6999969,3.900000095,30.24959946,74.81859589,198.8000031,4.699999809,30.24958801,74.81847382,186,4.199999809,30.2494545,74.81858063,185.3000031,4.5,"Yes, burnt completely"
109800561,10980056,PES + 25% UCT 800/acres,1,p1,Faridkot,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/20/2019,No,1.25,No,,,,30.04853821,74.71077728,185.5,4.199999809,"No, belongs to some other farmer",No,No,No,30.04839897,74.71075439,194,4.800000191,30.22155571,74.94262695,167.6000061,4.800000191,30.04852676,74.71069336,195.3999939,4,30.22146225,74.94255066,167.6000061,4.5,Did not burn
109800561,10980056,PES + 25% UCT 800/acres,2,p2,Faridkot,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/20/2019,No,1.625,No,,,,30.04838371,74.71053314,182.6999969,5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.0483017,74.71062469,192.1000061,4.5,30.22148895,74.94256592,167.6000061,4.800000191,30.04834938,74.71051788,184.1999969,4.099999905,30.22148895,74.94256592,167.6000061,4.800000191,Did not burn
110100211,11010021,PES 800/acres,1,p1,Ganga,Bathinda,1,No,,,Yes,"Third week of October (Katta, 1st week)",,10/26/2019,,3.5,,,,,30.33315277,75.07112122,208,1.399999976,,,,,30.33315277,75.07112122,208,0.899999976,30.33315277,75.07112122,208,1.5,30.33359528,75.07091522,204.5,2.900000095,30.33360863,75.07090759,204.3999939,3.299999952,Did not burn
110300781,11030078,PES + 50% UCT 800/acres,1,p1,Gehri Bara Singh,Bathinda,1,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/10/2019,Yes,5,,,,,30.11986923,75.17887878,195.3999939,3.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.11983109,75.17882538,192.5,4,30.1198101,75.17881775,194.8000031,3.900000095,30.1199131,75.1789093,199.5,3.900000095,30.11988449,75.17891693,198.8000031,5,"Yes, burnt partially"
111000971,11100097,PES 1600 /acres,1,p1,Ghdheli,Bathinda,2,No,Incorporate into the soil,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/10/2019,Yes,6.5,,,,,30.28321648,75.35336304,202.1000061,4.699999809,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.28318977,75.35340118,210.6000061,4.400000095,30.22152519,74.94261169,167.6000061,4.300000191,30.2832756,75.35328674,207.8999939,4.599999905,30.22152901,74.94258118,167.6000061,4.5,"Yes, burnt completely"
111000971,11100097,PES 1600 /acres,2,p2,Ghdheli,Bathinda,2,No,,,No,"Fourth week of October (Katta, 2nd week)",,11/10/2019,Yes,3.5,,,,,30.28424835,75.35392761,207.8000031,4.300000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,Yes,,,,,,,,,,,,,,,,,"Yes, burnt completely"
111101581,11110158,PES + 25% UCT 800/acres,1,p1,Ghudda,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/24/2019,Yes,4,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.12303352,74.80669403,178.8999939,3.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.12298965,74.80667877,194.6999969,4.5,30.22153282,74.94261932,179.1999969,5,30.1230793,74.8065033,185.3000031,5,30.22153282,74.94261932,179.1999969,5,"Yes, burnt partially"
111101581,11110158,PES + 25% UCT 800/acres,2,p2,Ghudda,Bathinda,2,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/24/2019,Yes,1,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.12298965,74.80673218,182.6999969,5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.12314034,74.80670929,192.6000061,4.800000191,30.22155762,74.94271088,179.5,10,30.12303734,74.80685425,184.8999939,3.900000095,30.22155762,74.94271088,179.5,10,"Yes, burnt partially"
111102231,11110223,PES + 25% UCT 800/acres,1,p1,Ghudda,Bathinda,3,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/28/2019,No,4,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.11316872,74.80134583,192.5,4.800000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.11353493,74.80220032,191.6000061,4,30.11318016,74.80131531,192.3000031,4,30.11375809,74.80205536,191.6999969,4.400000095,30.11374092,74.80210114,191.3999939,4,Did not burn
111102231,11110223,PES + 25% UCT 800/acres,2,p2,Ghudda,Bathinda,3,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/28/2019,No,4,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.11294937,74.80179596,193.3000031,4.099999905,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.11305046,74.80197144,193.3999939,4.800000191,30.11304474,74.80197144,193.3999939,4.5,30.11293793,74.80199432,194.3999939,4.099999905,30.11293221,74.80200958,194.3999939,4.699999809,Did not burn
111102231,11110223,PES + 25% UCT 800/acres,3,p3,Ghudda,Bathinda,3,No,,,,"Third week of October (Katta, 1st week)",,11/28/2019,No,2,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.11235428,74.80212402,191.1999969,4,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,,,,,,,,,,,,,,,,,Did not burn
111102611,11110261,PES + 25% UCT 800/acres,1,p1,Ghudda,Bathinda,2,No,,,Yes,"First week of November (Katta, 3rd week)",No,11/26/2019,No,3,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.10503387,74.80255127,295.7000122,4.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.10508919,74.80278015,247,4.599999905,30.13191795,74.78250885,175.1000061,4.900000095,30.1050148,74.80242157,268.3999939,4.099999905,30.13191795,74.78250885,175.1000061,4.900000095,Did not burn
111102611,11110261,PES + 25% UCT 800/acres,2,p2,Ghudda,Bathinda,2,No,,,Yes,"First week of November (Katta, 3rd week)",No,11/26/2019,No,3,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.10374832,74.80255127,187.6000061,3.700000048,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.10382271,74.80254364,201.6999969,4.199999809,30.13191795,74.78250885,175.1000061,4.900000095,30.1036396,74.80253601,197.6999969,4.300000191,30.13192177,74.78250885,175.1000061,15.10000038,Did not burn
111102911,11110291,PES + 25% UCT 800/acres,1,p1,Ghudda,Bathinda,1,No,,,Yes,"First week of November (Katta, 3rd week)",No,11/27/2019,Yes,2,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.12244415,74.80613708,177.8000031,6.699999809,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.12234306,74.80617523,178.3999939,5.400000095,30.12239838,74.80612183,178.8999939,7.199999809,30.12234116,74.80599976,178.3999939,4.400000095,30.12264061,74.80602264,179.6999969,4.699999809,"Yes, burnt completely"
111801741,11180174,PES + 50% UCT 800/acres,1,p1,Golewala,Bathinda,2,No,Incorporate into the soil,,Yes,"Third week of October (Katta, 1st week)",No,11/29/2019,Yes,4,"Yes, loose straw picked by labour",.o,,,29.82615662,75.14913177,198.6000061,4.099999905,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,29.82614899,75.14910889,199.8999939,4.599999905,29.8261528,75.14914703,202.1000061,4.400000095,29.82624054,75.14912415,202.8999939,4.099999905,29.82622528,75.14909363,205,4.5,"Yes, burnt completely"
112300271,11230027,PES + 25% UCT 800/acres,1,p1,Gurusar,Bathinda,3,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/22/2019,Yes,1.75,No,Collected by factory/ industry/ brick kiln,Farmer,,30.50477219,75.12688446,200.3999939,4,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.50473785,75.12689972,217.1999969,4.800000191,30.51662827,75.11896515,200.3999939,5,30.50482941,75.12677765,201.3000031,4.699999809,30.50479507,75.12683868,197.5,4.900000095,"Yes, burnt completely"
112300271,11230027,PES + 25% UCT 800/acres,2,p2,Gurusar,Bathinda,3,No,,,Yes,"Fourth week of October (Katta, 2nd week)",No,11/22/2019,Yes,0.75,No,Collected by factory/ industry/ brick kiln,Farmer,,30.50464249,75.12682343,204,4.400000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.50454903,75.12689972,194.1999969,4.900000095,30.22147942,74.94261169,192.6999969,14.30000019,30.50449753,75.1267395,198.1999969,4.400000095,30.22147942,74.94261169,192.6999969,14.30000019,"Yes, burnt completely"
112300271,11230027,PES + 25% UCT 800/acres,3,p3,Gurusar,Bathinda,3,No,Others,Zero till drill,Yes,"Fourth week of October (Katta, 2nd week)",No,11/22/2019,Yes,2.5,No,Collected by factory/ industry/ brick kiln,Farmer,,30.50217438,75.14019775,203.1999969,4.699999809,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.50219727,75.14017487,202.6000061,4.199999809,30.22147942,74.94261169,192.6999969,14.30000019,30.5026722,75.14067841,202.1000061,4.199999809,30.22147942,74.94261169,192.6999969,14.30000019,"Yes, burnt completely"
112300351,11230035,PES + 25% UCT 800/acres,1,p1,Gurusar,Bathinda,1,No,,,Yes,"First week of November (Katta, 3rd week)",No,11/28/2019,Yes,5,"Yes, baling",Collected by farmer whose baler rented for sale to factory,Farmer,Don't know,30.49680328,75.13110352,201.6999969,3.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.49679184,75.13101959,208.8999939,4.900000095,30.49690247,75.1306839,204.1000061,4.5,30.49701118,75.13093567,204.1000061,4.5,30.49688148,75.13069153,203.8000031,5,"Yes, burnt completely"
112302591,11230259,PES + 25% UCT 800/acres,1,p1,Gurusar,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/23/2019,Yes,1.125,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.50177193,75.1269989,203.8999939,4,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.50186157,75.1269989,199.6000061,5,30.22148323,74.94258881,211.1000061,4.800000191,30.5015316,75.1269455,217.3999939,4.900000095,30.22149849,74.94250488,211.1999969,4.699999809,"Yes, burnt completely"
112302591,11230259,PES + 25% UCT 800/acres,2,p2,Gurusar,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/23/2019,Yes,4,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.50144958,75.12717438,211,4.800000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.50143051,75.12722015,212.5,4.599999905,30.2215271,74.94250488,211.3000031,4.599999905,30.5011673,75.12729645,211.6000061,3.900000095,30.22153473,74.9425354,211.5,4.400000095,"Yes, burnt completely"
112500171,11250017,PES + 50% UCT 800/acres,1,p1,Hakam Singh Wala,Bathinda,1,No,,,Yes,"Fourth week of October (Katta, 2nd week)",Yes,11/25/2019,No,2,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.57305908,75.16370392,210.5,4,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.57302666,75.16369629,209.6000061,3.900000095,30.57305336,75.16375732,208.3999939,4.199999809,30.57279205,75.16356659,208.1999969,3.900000095,30.57305336,75.16375732,208.3999939,4.199999809,"Yes, burnt completely"
112500181,11250018,PES + 50% UCT 800/acres,1,p1,Hakam Singh Wala,Bathinda,1,No,Incorporate into the soil,,Yes,"Fourth week of October (Katta, 2nd week)",Yes,11/18/2019,Yes,2.5,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.56514168,75.15789032,206.5,5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.56513214,75.15790558,212.5,4.400000095,30.56523323,75.15789032,200.3000031,4.800000191,30.56537819,75.15812683,200.3999939,4.5,30.56539726,75.15817261,201,4.199999809,"Yes, burnt completely"
112500671,11250067,PES + 50% UCT 800/acres,1,p1,Hakam Singh Wala,Bathinda,3,No,,,,"Fourth week of October (Katta, 2nd week)",,11/13/2019,No,2,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,Did not burn
112500671,11250067,PES + 50% UCT 800/acres,2,p2,Hakam Singh Wala,Bathinda,3,No,,,,"Fourth week of October (Katta, 2nd week)",,11/13/2019,No,2,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,Did not burn
112500671,11250067,PES + 50% UCT 800/acres,3,p3,Hakam Singh Wala,Bathinda,3,No,,,,"Fourth week of October (Katta, 2nd week)",,11/13/2019,No,1,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,Did not burn
113000261,11300026,PES + 50% UCT 800/acres,1,p1,Jaid,Bathinda,3,No,,,Yes,"Fourth week of October (Katta, 2nd week)",Yes,11/16/2019,No,1.5,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.26529884,75.30770111,208.6999969,4.300000191,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.26522255,75.30783081,208.1999969,4.099999905,30.26527214,75.30769348,202.6999969,4.199999809,30.26528549,75.30787659,204.3000031,4.800000191,30.26528931,75.30787659,204.3000031,4.800000191,Did not burn
113000261,11300026,PES + 50% UCT 800/acres,2,p2,Jaid,Bathinda,3,No,,,Yes,"Fourth week of October (Katta, 2nd week)",Yes,11/16/2019,No,1.5,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.26512718,75.30846405,204.1000061,4.400000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.26506424,75.3083725,209,4.800000191,30.26509666,75.30841827,203.3000031,4.699999809,30.26507378,75.30844879,203.8000031,3.900000095,30.26506996,75.30845642,203.8000031,4.400000095,Did not burn
113000261,11300026,PES + 50% UCT 800/acres,3,p3,Jaid,Bathinda,3,No,,,Yes,"Fourth week of October (Katta, 2nd week)",Yes,11/16/2019,No,1,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,30.26512527,75.30768585,205.8000031,5,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.26519012,75.30769348,202.6999969,4.300000191,30.26513481,75.30769348,202.6999969,4.599999905,30.26515007,75.30762482,202.6999969,4.5,30.26514244,75.30761719,202.6999969,4.599999905,Did not burn
113000421,11300042,PES + 50% UCT 800/acres,1,p1,Jaid,Bathinda,2,No,,,,"Third week of October (Katta, 1st week)",,11/12/2019,No,1.5,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,Did not burn
113000421,11300042,PES + 50% UCT 800/acres,2,p2,Jaid,Bathinda,2,No,,,,"Third week of October (Katta, 1st week)",,11/12/2019,No,1,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,Did not burn
113000831,11300083,PES + 50% UCT 800/acres,1,p1,Jaid,Bathinda,2,No,,,,"Third week of October (Katta, 1st week)",,11/12/2019,No,4,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,Did not burn
113000831,11300083,PES + 50% UCT 800/acres,2,p2,Jaid,Bathinda,2,No,,,,"Third week of October (Katta, 1st week)",,11/12/2019,No,2,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,Did not burn
114401881,11440188,PES 800/acres,1,p1,Jhumba,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/17/2019,No,6,No,,,,30.16135025,74.77372742,183.1999969,4.599999905,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.16123199,74.77380371,183.8000031,4.800000191,30.22134018,74.94264221,161.5,4.5,30.16130447,74.77327728,202.5,4.800000191,30.2213726,74.94264221,161.3000031,4.900000095,Did not burn
114401881,11440188,PES 800/acres,2,p2,Jhumba,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",No,11/17/2019,No,2,No,,,,30.16121674,74.7733078,185.3999939,3.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.16116905,74.77335358,212.6999969,4,30.22140503,74.9427948,161.3000031,4.800000191,30.16108131,74.7733078,197.8000031,4.699999809,30.22140503,74.9427948,161.3000031,4.800000191,Did not burn
114700751,11470075,PES + 25% UCT 800/acres,1,p1,Joga Nand,Bathinda,1,No,,,Yes,"First week of November (Katta, 3rd week)",Yes,11/14/2019,No,2,No,,,,30.26640892,74.98291779,196.1000061,4.199999809,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.26642799,74.98286438,193.6999969,4.400000095,30.26643181,74.98286438,191.3000031,5,30.26655388,74.98265839,191.6999969,4.699999809,30.25797462,74.89598846,192.6999969,2.599999905,Did not burn
114901161,11490116,PES 1600 /acres,1,p1,Kalal Wala,Bathinda,1,No,,,,"Fourth week of October (Katta, 2nd week)",,11/14/2019,Yes,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt partially"
115400471,11540047,PES + 25% UCT 800/acres,1,p1,Kangar,Bathinda,1,No,Sell/give away the stubble,,Yes,"Third week of October (Katta, 1st week)",Yes,11/23/2019,No,6,"Yes, loose straw picked by labour",Own use: animal fodder,,,30.50091362,75.22571564,203.8000031,4.400000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.50092316,75.22573853,206.1999969,4.699999809,30.50094032,75.22577667,203.6000061,4.099999905,30.50096321,75.22543335,203.8999939,4.900000095,30.50096321,75.22543335,203.8999939,4.5,Did not burn
116000391,11600039,PES 800/acres,1,p1,Keshar Singh Wala,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",,11/1/2019,No,5,,,,,30.51667976,75.12083435,197.6000061,4,,,,,30.51673508,75.12084961,204.3999939,4.300000191,30.51668167,75.12090302,204.3000031,4.099999905,30.51705742,75.12032318,203.8000031,4.400000095,30.51707268,75.12036133,203.8000031,4.400000095,Did not burn
116000391,11600039,PES 800/acres,2,p2,Keshar Singh Wala,Bathinda,2,No,,,Yes,"Third week of October (Katta, 1st week)",,11/1/2019,No,6.25,,,,,30.51499367,75.11666107,209.1000061,4.400000095,,,,,30.51492691,75.11651611,208.6999969,4.599999905,30.51485062,75.11646271,208.8000031,4.800000191,30.51484299,75.11563873,208.1999969,4.699999809,30.51484299,75.11563873,208.1999969,4.699999809,Did not burn
116800121,11680012,PES + 50% UCT 800/acres,1,p1,Kot Bhara,Bathinda,1,No,,,,"Fourth week of October (Katta, 2nd week)",,11/13/2019,,4,"Yes, baling",Collected by factory/ industry/ brick kiln,Farmer,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, burnt completely"
117002531,11700253,PES + 50% UCT 800/acres,1,p1,Kot Shamir,Bathinda,2,No,Others,Zero till drill,Yes,"Fourth week of October (Katta, 2nd week)",No,11/18/2019,Yes,1,"Yes, loose straw picked by labour",Own use: other,,,30.10542107,74.98131561,187.8000031,3.900000095,"Yes, belongs to/ rented for farming by the farmer being monitored",No,No,No,30.10536575,74.98136139,187.3999939,4.5,30.10536194,74.98136902,187.3999939,4.599999905,30.10548592,74.98119354,183.3999939,4.699999809,30.10544395,74.98116302,186.1999969,4.300000191,"Yes, burnt partially"
